ProjectNumber,ModNumber,ModTitle,POPStart,POPEnd,AwardAmount,FundingAmount
050021,038,"THE PURPOSE OF THIS MOD IS TO INCORPORATE THE CCP-028, ELECTRICAL REPLACEMENT OR MODIFICATION - BUILDINGS 7880-M, 7880-N, AND 7880-W FOR AN ADDITION OF $73,124.",NULL,NULL,,NULL
050021,039,"THE PURPOSE OF THIS MOD IS TO INCORPORATE THE CCP-027, REPLACEMENT OF GOVERNMENT FURNISHED PROPERTY - INFORMATION TECHNOLOGY INFRASTRUCTURE UPDATES WITH AN ADDITION OF $840,608.",NULL,NULL,,NULL
050021,040,NULL,2018-06-14T00:00:00,2018-06-30T00:00:00,,NULL
050021,041,THIS MOD ADDS $1.4M IN FUNDING TO CLIN 4.,NULL,NULL,,1400000.00
050021,042,"MOD ADDS $3,020,980. IN FUNDING TO CLIN 2 ($2,360,490.) AND CLIN 3 ($660,490.).",NULL,NULL,,3020980.00
050021,043,THIS MOD ADDS INCREMENTAL FUNDING IN THE AMOUNT OF $4M TO CLIN 2.,NULL,NULL,,4000000.00
050021,044,NULL,NULL,NULL,,3000000.00
050021,045,NULL,NULL,NULL,,5000000.00
050021,046,NULL,2018-06-14T00:00:00,2018-06-30T00:00:00,,NULL
050021,047,NULL,NULL,NULL,,3000000.00
050021,048,"The purpose of this change is to add funding.  A. The total funded amount is increased by $11,879,020 from 110,649,508.00 to 122,528,528.  (Details in Section B)  B. $2,760,458 is hereby added to CLIN 2 increasing the funded amount from $69,420,382.00 to  $72,180,840.  C. $7,709,565.45 is hereby added to CLIN 3 increasing the funded amount from $32,548,590.55  to $40,258,106.  D. $1,408,996.45 is hereby added to CLIN 4 increasing the funded amount from $8,107,007.45  to $9,516,004.  ",NULL,NULL,,11879020.00
050021,049,"The purpose of this modification is to adjust funding and add funding to CLIN 4.  A. The total funded amount is increased by $1,798,130 from 122,528,528 to 124,326,658.  B. $1,798,130 is hereby added to CLIN 4 increasing the funded amount from $9,516,004 to  11,314,134.",NULL,NULL,,1798130.00
050021,052,"The purpose of this modification is to change the scope of Option CLINs 6, 7, and 8 and exercise Option CLINs 6 & 7.",2018-10-27T00:00:00,2020-10-26T00:00:00,,NULL
050021,053,The purpose of this modification is to extend the period of performance for CLINs 6 & 7 from three months to four months.,2015-12-11T00:00:00,2019-02-26T00:00:00,,NULL
050021,054,"The purpose of this modification is to definitize Modification 0052, change the scope of  work for the Options, Exercise Options to continue waste processing, and add funding.  A. CLIN 5 is hereby reduced to $0.  B. CLIN 6 is hereby changed from S&M Warm Standby to Waste Processing, Operations,  Facilities Maintenance, and Program Management and is increased to $92,547,936.  c. CLIN 7 is hereby changed from S&M Facility Decontamination & Downgrading to Low Level &  Mixed Low Level Waste Treatment, Shipping, and Sampling/Analytical Support and is decreased  to $4,117,842.  D. CLIN 8 is hereby changed from S&M Cold Standby to S&M Warm Standby and is decreased to  $2,156 ,790.  E. Funding in the amount of $15,600,000 is added  to CLIN 6. The total funded amount is changed  from $124,326,658 to $139,926,658.  F. Total Contract Value is $231,835,092.",2015-10-19T00:00:00,2020-10-26T00:00:00,,15600000.00
050021,055,"The purpose of this modification is to add funding.  A. The total funding is increased by $10,700,000 from $139,926,658 to $150,626,658.  B. CLIN 6 funding is increased by $10,000,000 from $15,600,000 to $25,600,000 (See Section  B.3 for details).  C. CLIN 7 funding is increased by $700,000 from $0 to $700,000 (See Section B.3 for  details).",NULL,NULL,,10700000.00
050021,056,"The purpose if this modification is to definitize CCPs 035 for Security Risk Assessment  Mitigation and 036 for Nl''S Soils Waste Processi ng as wel l as make administrat ive updates .  A. The total contract value is increased from $231,835,092 to $232,268,503. A total  increase of $433,411.  B. The total value for CLIN 6 is increased from $92,547,336 to $92,981,347. A t otal  inc rease of $433,4 11 . (See Page 3 for Details)  C. Section J Attachments B-Report ing Requirements, D-Compliance Documents, F-Wage  Determination, and 0-GFS/I. (See Attachments for changes)  All other terms and conditions remain unchanged and in full effect.",NULL,NULL,,NULL
050022,0,"Transition Costs of $173,749.00 plus year base period (3 yrs) cost of $6,398,578",2015-10-02T00:00:00,2018-10-01T00:00:00,,6572327.00
050022,01,"Increase fixed price by $559946 add Cost reimbursement of $29,665.",NULL,NULL,,589611.00
050022,02,NULL,NULL,NULL,,50940.00
050022,03,Increase fixed price,NULL,NULL,,16472.00
050022,04,NULL,NULL,NULL,,4089.00
050022,05,NULL,NULL,NULL,,8053.00
050022,06,NULL,NULL,NULL,,179784.00
050022,07,"The subject Subcontract is modified herein as follows:  •    The fee amounts in Section 7 are updated in the enclosed Attachment A.  •    The Subcontract billing in Exhibit B is updated in the enclosed Attachment B.  •    The Period of Performance for the C.5 Track #1 Culvert Replacement is September 1, 2017   through January 31, 2018.  ",NULL,NULL,,14679.00
050022,08,"The subject Subcontract is modified herein as follows:  •     The fee amounts in Section 7 are updated in the enclosed Attachment A.  •     The Subcontract billing in Exhibit Bis  updated in the enclosed Attachment  B.  •     The Period of Performance for the Depleted Uranium Hexafluoride (DUF6) Dosimetry is October   1, 2017, through November 30, 2018.  ",NULL,NULL,,5470.00
050022,09,"The subject Subcontract is modified herein as follows:  •     The fee amounts in Section 7 are updated in the enclosed Attachment A.  •     The Subcontract billing in Exhibit B is updated in the enclosed Attachment B.  •     The Period of Performance for the C-102 Trailer Repairs is January 1, 2018 through  March 31, 2018.  •     The Period of Performance for the Government Furnished Services and Items (GFS&I) is  September 1, 2017 through September 30, 2020.  ",2015-10-02T00:00:00,2020-09-30T00:00:00,,18621.00
050022,10,"•    The fee amounts in Section 7 are updated in the enclosed Attachment A.  •    The Subcontract billing in Exhibit B is updated in the enclosed Attachment B.  •    The Period of Performance for the realignment of the 229 Boundary is February 1, 2018, through   September 30, 2018.  •    Increase of $10,426.00 to Fixed Firm Price billing amount.  ",NULL,NULL,,10426.00
050022,11,Add work.  Increase available fee.,NULL,NULL,,160168.00
050022,12,Extend period of performance to 9/30/2020. Exercise option years.,2015-10-02T00:00:00,2020-09-30T00:00:00,,4683479.00
050022,13,"Update subcontractor billing, add wage determination",NULL,NULL,,68260.00
050022,14,"Increase value by $737,034.00",NULL,NULL,,737034.00
050023,0,Master ID IQ Award.,2015-08-31T00:00:00,2020-08-30T00:00:00,,NULL
050023,1,Mod 1 revises the labor rates and the Terms & Conditions to the contract.  No costs.,NULL,NULL,,NULL
050023,2,Mod 2 changes the Contracting Officer to Travis Taggart.,NULL,NULL,,NULL
050023,4,Changes Contracting Officer to   Angela Cooney  ,NULL,NULL,,NULL
050023.001,0,NULL,2015-08-31T00:00:00,2020-08-30T00:00:00,,10000.00
050023.001,1,NULL,NULL,NULL,,900000.00
050023.001,10,NULL,NULL,NULL,,200000.00
050023.001,11,NULL,NULL,NULL,,NULL
050023.001,12,NULL,2015-10-01T00:00:00,2018-09-30T00:00:00,,502500.00
050023.001,13,NULL,NULL,NULL,,268319.92
050023.001,14,"Add a labor category and raise the ceiling amount. Funded amount remains unchanged at $2,922,928.91.",2017-10-01T00:00:00,2018-09-30T00:00:00,,NULL
050023.001,15,"The purpose of this bilateral supplemental agreement within scope modification is to identify a   permanent replacement support staff to fill the required labor position of Health Physicist,   Certified, and to authorize a one-time relocation cost for the permanent replacement candidate.     ",NULL,NULL,,NULL
050023.001,16,"00001        $2,922,928.91                           $200,000.00       $3,122,928.91    Note: CLIN 000I includes SubCUN 1, Labor, and SubCLIN 2, Other Direct Costs    2. Pursuant to FAR 52.232-22, entitled ""Limitation of Funds,"" total funds in the amount of  $3,122,928.91 have been obligated herewith and made available for payment of allowable costs, fee,   and other incentives earned from the effective date of this task order through September 30, 2018.   Performance under this task order shall be subject to the availability of funds from which payment   for contract purposes can be made.                          3. The total negotiated amount for this task order remains unchanged at $3,863,169.23.  ",NULL,NULL,,200000.00
050023.001,17,"CLIN        Current Funding Obligated         Increase          Total Funding Obligated      00001        $3,122,928.91                          $330,000.00       $3,452,928.91    Total ceiling amount remains unchanged at $3,863,169.23",NULL,NULL,,330000.00
050023.001,18,Incremental Funding.,NULL,NULL,,360000.00
050023.001,2,"Mod 2 adds funding of $109,845.47.",NULL,NULL,,109845.47
050023.001,3,Mod 3 changes the Contracting Officer to Travis Taggert.  Corrected to allow ODC's with 7.98% G&A and 6% fee. ,NULL,NULL,,NULL
050023.001,4,mod 4 changes CO to Richard Reffner and assign Travis Taggart as the CS.  The invoice approving official is changed to 37945,NULL,NULL,,NULL
050023.001,5,"Invoice approving official is now Richard Reffner, add $350K funding and increased ceiling",NULL,NULL,,350000.00
050023.001,6,"Adds funding, modification was processed by client but not sent to NW until yesterday.",NULL,NULL,,582263.52
050023.001,7,"Administrative mod to change CO and invoicing approving official from Richard Reffner to Bridget Purdy, mod was not received from client until 2/17",NULL,NULL,,NULL
050023.001,8,"Revises the position of Environmental Scientist IV to add Joseph Forti at the rate of $140.91, Revise ceiling amount to $2,393,326.85",NULL,NULL,,NULL
050023.001,9,NULL,NULL,NULL,,NULL
050023.002,0,NULL,2015-10-01T00:00:00,2016-09-30T00:00:00,,100000.00
050023.002,1,Mod 1 changes the Contracting Officer to Richard Reffner and the Contract Specialist to Travis Taggart.,NULL,NULL,,NULL
050023.002,10,NULL,2015-10-01T00:00:00,2017-09-30T00:00:00,,75000.00
050023.002,11,NULL,NULL,NULL,,50000.00
050023.002,12,"Adds $54,042.60 in Funding",NULL,NULL,,54042.60
050023.002,13,Change Contracting Officer to Bridget Purdy ,NULL,NULL,,NULL
050023.002,14,"Adds $45,000 in funding and exercises option raising value to $836,721.04",2015-10-01T00:00:00,2017-09-30T00:00:00,,45000.00
050023.002,15,"Adds $105,000 in funding. ",NULL,NULL,,105000.00
050023.002,16,NULL,NULL,NULL,,NULL
050023.002,17,NULL,2015-10-01T00:00:00,2018-09-30T00:00:00,,121917.00
050023.002,18,NULL,NULL,NULL,,NULL
050023.002,19,NULL,NULL,NULL,,40000.00
050023.002,2,"Mod 2 obligates an additional $24,000.00.",NULL,NULL,,24000.00
050023.002,20,NULL,NULL,NULL,,40000.00
050023.002,21,"Unilateral Mod to add $50,000 funding.",NULL,NULL,,50000.00
050023.002,22,Unilateral Mod increasing funding by $50K.,NULL,NULL,,50000.00
050023.002,23,Unilateral mod increase of $75K.,NULL,NULL,,75000.00
050023.002,24,NULL,NULL,NULL,,105000.00
050023.002,25,NULL,NULL,NULL,,3747.80
050023.002,3,NULL,NULL,NULL,,25000.00
050023.002,4,Update / change rate tables,NULL,NULL,,NULL
050023.002,5,NULL,NULL,NULL,,25000.00
050023.002,6,NULL,NULL,NULL,,6000.00
050023.002,7,NULL,NULL,NULL,,27000.00
050023.002,8,NULL,NULL,NULL,,28000.00
050023.002,9,NULL,NULL,NULL,,24000.00
050023.003,0,Corrected ODC's to allow 7.98% G&A and 6% Fee.,2016-01-14T00:00:00,2016-12-30T00:00:00,,37048.03
050023.004,0,NULL,2016-01-19T00:00:00,2018-12-31T00:00:00,,100000.00
050023.004,0001,NULL,NULL,NULL,,100000.00
050023.004,2,"Mod adds $200K, ",NULL,NULL,,200000.00
050023.004,4,"Mod 03 was skipped by the client, this mod adds $225,000.00 in funding. The rates have been revised to reflect 2017 rates. ",NULL,NULL,,225000.00
050023.004,5,NULL,NULL,NULL,,100000.00
050023.004,6,NULL,NULL,NULL,,125000.00
050023.004,7,Increase in Funding,2016-01-19T00:00:00,2018-12-31T00:00:00,,200000.00
050023.004,8,"Incremental Funding of $150,000.",NULL,NULL,,150000.00
050023.005,0,NULL,2015-08-31T00:00:00,2020-08-30T00:00:00,,41882.78
050023.005,1,"The purpose of this supplemental agreement within scope of the contract is to incorporate the   following scope elements and fixed price cost to 89303318FEM400010:    1.   Add Section C.2.3, ""Programmatic Document Implementation Procedures"" as follows:    C.2.3. Programmatic Document Implementation Procedures  ",2018-04-03T00:00:00,2018-05-02T00:00:00,,4730.86
050023.006,0,NULL,2018-05-08T00:00:00,2018-09-30T00:00:00,,80683.02
050023.006,1,NULL,NULL,NULL,,43630.39
050023.007,0,New Task order for administrative services from 9/18/18 to 6/30/2020.,2018-09-18T00:00:00,2020-06-30T00:00:00,,125000.00
050023.007,1,"Incremental Funding of $200,000.",NULL,NULL,,200000.00
050023.007,2,"Incremental Funding of $214,244.30",NULL,NULL,,214244.30
050023.007,3,"Incremental funding of $70,000",NULL,NULL,,70000.00
050023.008,0,NULL,2018-10-01T00:00:00,2020-06-30T00:00:00,,1100000.00
050023.008,2,"Increase the not to exceed value by $228,911.97 to increase the NTE DPLH for the Safeguard Specialist and add a labor category for Environmental Specialist.",NULL,NULL,,NULL
050023.008,3,Incremental funding.,NULL,NULL,,550859.46
050023.008,4,Incremental Funding.,NULL,NULL,,600000.00
050023.008,P00001,"Increased the estimated cost by $234,201 to include a labor category for Sr. Safety Specialist, Julie Brown.  Mod 1 increases the award amount of the contract from $2,589,224.87 + $234,201.00 to the new award amount of $2,823,425.87.  The funded amount remains at $1,100,000.00.",NULL,NULL,,NULL
050023.009,0,NULL,2019-01-01T00:00:00,2020-06-30T00:00:00,,180000.00
050023.009,1,"Incremental funding from $180,000 by $247,556.22 to $427,556.22",NULL,NULL,,247556.22
050023.010,0,NULL,2019-02-01T00:00:00,2020-05-31T00:00:00,,30088.26
050024.001,0,NULL,2015-09-22T00:00:00,2015-11-21T00:00:00,,8783.00
050025.001,0,NULL,2015-09-23T00:00:00,2015-11-20T00:00:00,,50157.00
050026,0,NULL,2015-10-01T00:00:00,2016-09-30T00:00:00,,2314691.12
050026,2,NULL,2015-10-01T00:00:00,2017-09-30T00:00:00,,2385323.34
050026,3,NULL,NULL,NULL,,NULL
050026,4,NULL,2015-10-01T00:00:00,2018-09-30T00:00:00,,2457512.54
050026,5,NULL,2018-10-01T00:00:00,2019-10-01T00:00:00,,2531267.48
050026,6,"Added funds, updated PoP and New Wage Determination",2019-10-01T00:00:00,2020-09-30T00:00:00,,2606757.76
050026,7,"Fund Realignment: This modification No. 007 is to correct funding data. As a result, funding at the Parent CLIN is deobligated and realigned as a SLIN  under the respective Line Item.",NULL,NULL,,NULL
050027,0,NULL,2015-10-05T00:00:00,2016-10-04T00:00:00,,12000.00
050027,Admin,NULL,NULL,NULL,,-4230.75
050028,0,NULL,NULL,NULL,,NULL
050028,2,NULL,2016-09-12T00:00:00,2017-10-06T00:00:00,,NULL
050028,3,NULL,NULL,NULL,,NULL
050028,4,"P0004 - EXERCISE OPTION 1. The purpose of this modification is to exercise the option to extend services in accordance with FAR Clause 52.217-8. 2. Option period 3 is extended for six months from 07 October 2018 to 06 April 2019. The CLIN values remain the current contract rates as required by FAR Clause 52.217-8. As a result, the total contract capacity remains $200,000,000.00. 3. All other terms and conditions are unchanged.",2018-10-07T00:00:00,2019-04-06T00:00:00,,NULL
050028.001,0,NULL,2015-09-29T00:00:00,2017-01-26T00:00:00,,1429146.41
050028.001,1,NULL,NULL,NULL,,146147.59
050028.003,0,NULL,2016-09-30T00:00:00,2017-08-06T00:00:00,,518722.00
050028.004,0,NULL,NULL,NULL,,97755.05
050028.004,0-NTP,NULL,NULL,NULL,,NULL
050028.004,1,NULL,2017-09-22T00:00:00,2018-09-29T00:00:00,,24975.65
050028.005,0,NULL,2017-09-23T00:00:00,2017-12-29T00:00:00,,149876.29
050028.006,0,NULL,2018-08-13T00:00:00,2019-08-12T00:00:00,,1331989.31
050028.006,0-NTP,NULL,NULL,NULL,,NULL
050028.007,0,NULL,2019-04-05T00:00:00,2020-04-07T00:00:00,,3386620.00
050029.001,0,NULL,2015-09-29T00:00:00,2016-10-23T00:00:00,,10000.00
050030,Admin,NULL,NULL,NULL,,20755.68
050031,0,NULL,2015-10-16T00:00:00,2015-10-31T00:00:00,,5400.00
050031,1,"Mod 1 adds $1,440.00.",NULL,NULL,,1440.00
050032,0,NULL,2015-04-09T00:00:00,2016-11-01T00:00:00,,NULL
050032.001,1,NULL,2015-11-02T00:00:00,2016-11-01T00:00:00,,151824.16
050033,0,NULL,2016-01-01T00:00:00,2016-12-31T00:00:00,,407758.45
050033,1,NULL,2016-01-01T00:00:00,2017-05-01T00:00:00,,218154.42
050033,2,NULL,2017-05-02T00:00:00,2017-10-29T00:00:00,,218154.42
050034,0,NULL,2015-12-01T00:00:00,2016-01-31T00:00:00,,5000.00
050034,Admin,NULL,NULL,NULL,,-3061.22
050035,0,NULL,2015-12-11T00:00:00,2016-12-11T00:00:00,,50000.00
050036,0,NULL,2016-01-18T00:00:00,2016-12-31T00:00:00,,255003.32
050037,0,NULL,2016-04-25T00:00:00,2019-04-24T00:00:00,,920000.00
050037,1,This action is to increase the PMA administration value to be more in line with the estimated costs incurred.  It also changes the period of performance to cover the option period of the PMA contract.,2016-04-25T00:00:00,2021-04-24T00:00:00,,580000.00
050038,0,NULL,2016-03-01T00:00:00,2016-12-31T00:00:00,,85284.88
050040,0,NULL,2016-09-16T00:00:00,2017-03-15T00:00:00,,731735.34
050040,1,"Mod 1 exercises Option 1 by adding $1,497,488.16 and extending the POP to 3/15/18.",2017-03-16T00:00:00,2018-03-15T00:00:00,,1497488.16
050040,2,"The purpose of this modification is to exercise option 2, CLIN 2001  All other terms and conditions remain unchanged.  ",2018-03-16T00:00:00,2019-03-15T00:00:00,,1534505.28
050041,0,NULL,2016-10-01T00:00:00,2022-03-31T00:00:00,,116782.08
050041,06,"Administrative change only. Revise IPP invoice approver to Jeffrey S. Allen, assigned COR.",NULL,NULL,,NULL
050041,1,NULL,NULL,NULL,,297205.20
050041,10,Fund option year 2,NULL,NULL,,320722.65
050041,11,Add PO Line # 240 (Facilities Maintenance - Labor) to fully fund Option Year 2 through 9/30/2019.,NULL,NULL,,393275.79
050041,12,Exercise Option Year 3.,2016-10-01T00:00:00,2020-09-30T00:00:00,,NULL
050041,2,NULL,NULL,NULL,,296214.20
050041,3,NULL,NULL,NULL,,732016.32
050041,4,NULL,NULL,NULL,,55901.61
050041,5,NULL,NULL,NULL,,88555.77
050041,7,NULL,NULL,NULL,,-7455.00
050041,9,Fund option year 2,NULL,NULL,,263933.00
050042,0,NULL,2016-09-30T00:00:00,2017-08-16T00:00:00,,42112.00
050043,0,Payments shall be equal to 5.5% of the allowable cost of each invoice submitted (see page 7 HQ B-2-0015 ,2016-12-01T00:00:00,2017-11-30T00:00:00,,207500.00
050043,1,NULL,NULL,NULL,,202204.11
050043,2,The purpose of this modification is to allow limited overtime hours,NULL,NULL,,NULL
050043,3,The purpose of this modification is to change the DCAA Auditor DoDAAC,NULL,NULL,,NULL
050043,4,The purpose of this modification is to change clause HQ B-2-0015.  ,NULL,NULL,,NULL
050043,5,The purpose of this modification is to correct the Pay Office in clause 252.232-7006.  ,NULL,NULL,,NULL
050043,6,The purpose of this modification is to incorporate required eCraft language.  ,NULL,NULL,,NULL
050043,7,Exercise of Option Year 1.,2016-12-01T00:00:00,2018-11-30T00:00:00,,419571.72
050043,8,"The purpose of this modification is to create CLIN 0016 In response to requiremenst outlined in the   ""Designation of .klseph Caprara of t\brth Vvlnd s Solutions as Contractor O;berspace Information   technology!Cybersecur rty WoM orcefor Naval Surface Warfare Center Indian Head Expl osive 0-dnance   Cisposal Technology D vision"" delegation letter from Commanding Officer. NSWOHODiD .  ",NULL,NULL,,2998.85
050043,9,"Decrease estimated cost from Clin 0001 and 0002. Exercise Clin 0007, incrementally fund, extend POP.",2016-12-01T00:00:00,2019-11-30T00:00:00,,399727.34
050044,0,Client approved travel is allowable.  thats above and beyond the labor hours allotted and at cost,2017-05-01T00:00:00,2017-06-15T00:00:00,,11000.00
050044,1,Funds increase for Handford Project.,NULL,NULL,,9856.43
050045,0,NULL,2017-06-01T00:00:00,2018-03-31T00:00:00,,1044233.06
050045,0,NULL,NULL,NULL,,NULL
050045,2,"A.01. The purpose of modification 01 is to execute the following changes:     a. Definitize and award Work Package 1 in the Firm Fixed Price (FFP) amount of $3,367,649.11 on CLIN 0006. North Wind Solutions had previously been given Notice to Proceed (NTP) in the Not to Exceed (NTE) of $2,800,000. The FFP amount of $3,367,649.11 is awarded based on the proposals submitted for Work Package 1A, dated 11 August 2017 and Work Package 1B, dated 02 October 2017. A difference of $567,649.11 is funded to defnitize Work Package 1.     b. Provide funding in the amount of $432,482.96 on CLIN 0005 for additional design services, based on the proposal dated 03 November 2017.     c. Provide funding in the NTE amount of $891,312.79 for the remediation of sinkholes identified on the site as of 03 November 2017. The total cost of remediation of these sinkholes will be finalized once excavation has been completed and a FFP price proposal can be submitted, The contractor will be authorized to work in the NTE amount of $891,312.00.      d. Provide incremental funding in the FFP amount of $2,108,555.14 for Work Package 2A. This funding will incrementally fund NW’s proposal dated 31 October 2017. Specifically, this funding will fund proposal line item 002 in the amount of $556,375.37 and line item 003 in the amount of $1,552,179.77, from NW’s proposal. Other line items from NW’s proposal will be incrementally funded at a later date. NW will have authorization to proceed on Line 002 and 003 only.     e. Incorporate sinkhole remediation units rates, dated 24 October 2017, as Attachment 0003.     f. Incorporate sinkhole remediation units rates, dated 15 September 2017, as Attachment 0004.     g. Change the Contracting Officer Representative (COR) for this contract to Kevin Burleson, kvburleson@fbi.gov.     h. Change the Contracting Officer to Laura Mabe, lmabe@fbi.gov.      i. Incorporate the revised Statement of Work (SOW), dated 03 November 2017.     j. Incorporate Attachment 0005, Continuation Page, dated 16 November 2017.     A.02. As a result of this modification the following changes are made:     a. CLIN 0005 is added and funded in the amount of $432,482.96. This amount cover the additional subcontract labor for design services through 30 November 2017.     b. CLIN 0006 is added and funded in the amount of $3,567,517.04. This amount includes the additional funding required to definitize Work Package 1, incrementally fund Work Package 2A and remediate the sinkholes identified as of 03 November 2017.     c. The Contracting Officer Representative (COR) for this contract is changed from Ron Hughes to Kevin Burleson, kvburleson@fbi.gov.     d. The Contracting Officer is changed from David Vanuch to Laura Mabe, lmabe@fbi.gov.     e. Sinkhole Remediation Unit Rates, dated 24 October 2017, are incorporated as Attachment 0003.     f. Sinkhole Remediation Unit Rates, dated 15 September 2017, are incorporated as Attachment 004.     g. SOW, dated 27 July 2017 is replaced in its entirety and Sow dated 03 November 2017, is incorporated as Attachment 0001.     h. Continuation Page, dated 16 November 2017 is incorporated as Attachment 0004.     i. The overall funded value of this contract increases from $3,994,233.06 to $7,994,233.06, an overall increase of $4,000,000.00.     A.03. Except as provided herein, all other terms and conditions remain unchanged.  ",2017-06-01T00:00:00,2017-12-01T00:00:00,,4150000.00
