Status,Contract Number,Task Order Number,Project Number,IsIDIQ,IsTaskOrder,IsPrime,Subcontract Number,Org ID,Title,Description,Award Amount,Funded Amount,POP Start,POP End,Contract Country,Contract State,NAICS,PSC,CPAR eligible?,Quality Level,Acquisition Type,Competition,Contract Type,Currency,Billing Address,Billing Frequency,G&A %,OH %,Fee %,Invoice Submission Method,Payment Terms,Applicable Wage Determination,Billing Formula,Revenue Formula,Revenue Recognition EAC %,Onsite OH,Offsite OH,Contract Rep,Project Controls Rep,Project Manager,Accounting Rep,Awarding Agency,Award Agency Contract Representative,Awarding Agency Technical Representative,Funding Agency,Funding Agency Contract Representative,Funding Agency Technical Representative,Human Resources Rep,Action,Purchasing Rep,Subcontract Rep
Active,,,50022,1,0,0,SC-20 16-0015 ,05.40.99,Paducah Infrastructure Support Services (Paducah ISS),,12382379,12382379,2015-10-02T00:00:00,2020-09-30T00:00:00,USA,KY,561210,,Y,2,Small Business,Competed,Master Contract / IDIQ,USD,,,,,,,,Service Contract Act,,,,,,4774,4497,1728,3924,,,,,,,3458,Add,4467,
Inactive,L15PB00531,900.03,002764.900.03,0,1,1,,01.10.02,Limted Removal Action at the Haines Highway 7 mile Dump Site,,877417.9,877417.9,2015-07-02T00:00:00,2017-02-28T00:00:00,USA,AK,562910,,,2,Small Business,Non-Competed,Firm Fixed Price,,www.ipp.gov,,,,0,,,,,,,,,4489,145,37,184,,,,,,,,Add,,
Inactive,PO # 740002929,84,3851.084,0,0,0,,01.30.04,WS153 - July 2015 Cooling Tower Waste water stream Sampling,,2554.26,2554.26,2015-07-01T00:00:00,2015-08-31T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Time and Materials,,Online Invoice PO #740002929,,,,,,,,,,,,,41,281,221,184,,,,,,,,Add,,
Inactive,332,7,10797.007,0,0,1,PO #0000220289,01.30.04,Savannah River Site Edible Oil Applications for TNX Groundwater,,395410.26,395410.26,2015-07-08T00:00:00,2015-09-17T00:00:00,USA,SC,562910,,,2,Small Business,Competed,Firm Fixed Price,,Same as Master subcontract,,,,0,,,Davis Bacon Act,,,,,,41,145,428,3924,,,,,,,,Add,,
Inactive,3022084,,30162,0,0,0,35AF0027-S15-0005,03.20.01,NRF SFHP Geotechnical Support Services,,227054.96,227054.96,2015-07-14T00:00:00,2016-05-01T00:00:00,USA,ID,541330,,,1,Small Business,Non-Competed,Time and Materials,,Email to Paul Spickard - Reference CO section for address and email.  See page attachment c for additional invoice instructions,,,,,,,,,,,,,449,281,89,1140,,,,,,,,Add,,
Inactive,3022084,,30162,0,0,0,35AF0027-S15-0005,03.20.01,NRF SFHP Geotechnical Support Services,,227054.96,227054.96,2015-07-14T00:00:00,2016-05-01T00:00:00,USA,PA,541330,,,1,Small Business,Non-Competed,Time and Materials,,Email to Paul Spickard - Reference CO section for address and email.  See page attachment c for additional invoice instructions,,,,,,,,,,,,,449,281,89,1140,,,,,,,,Add,,
Inactive,,1,30163.001,0,0,1,,03.20.99,Whitefish Cell Tower Archeological Evaluation Report,,1284.98,1284.98,2015-07-14T00:00:00,2015-08-31T00:00:00,USA,MT,541620,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"Email Andrew Smith - reference CO info for address, phone and email",,,,8,,,,,,,,,449,281,78,1140,,,,,,,,Add,,
Inactive, L14PC00105 ,17,30130.017,0,0,1,L15PD00730,03.20.01,DO #17 Cottonwood Field Office Title III,,30313,30313,2015-07-10T00:00:00,2016-11-30T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,www.ipp.gov,,,,10,,,,,,,,,449,281,89,1140,,,,,,,,Add,,
Inactive,L14PA00113,600.08,002764.600.08,0,0,1,L15PB00826,01.10.99,Mountain Edge Road - 3 Drums,,6122.42,6122.42,2015-07-15T00:00:00,2015-08-31T00:00:00,USA,,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,C903,,40054,0,0,1,,04.20.12,2015 Page Repository Management,,864041.7,864041.7,2015-05-19T00:00:00,2015-08-31T00:00:00,USA,ID,562910,,,2,Unrestricted,Competed,Time and Materials,,Kellogg office will prepare the invoice.,,,,,,,Davis Bacon Act,,,,,,41,216,431,139,,,,,,,,Add,,
Inactive,,1,30164.001,0,0,1,,03.20.01,Field Work and NEPA Documentation  for the Bear River Zeolite Mine,,4955.03,4955.03,2015-07-15T00:00:00,2016-06-30T00:00:00,USA,,541620,,,2,Unrestricted,Non-Competed,Time and Materials,,Page 2 of 2 of the agreement,,,,,,,,,,,,,449,281,94,1140,,,,,,,,Add,,
Inactive,30161,,30161,0,0,1,,03.20.01,Tetonia wetlands survey,,3500,3500,2015-07-06T00:00:00,2015-08-31T00:00:00,USA,ID,541620,,,2,Unrestricted,Non-Competed,Time and Materials,,reference pg 2 of 2 of consultant agreement.,,,,,,,,,,,,,449,281,71,184,,,,,,,,Add,,
Inactive,DE-SC0013000,4,40045.004,0,0,1,15SC001678,04.30.99,Task 4 - Re-roof 2 Existing Porch Type Roofs,,15290.04,15290.04,2015-07-16T00:00:00,2015-08-16T00:00:00,USA,TN,236220,,,2,8(a),Non-Competed,Firm Fixed Price,,VIPERS,,,,8,,,Davis Bacon Act,,,,,,41,216,737,184,,,,,,,,Add,,
Inactive,L14PA00113,100.19,002764.100.19,0,0,1,L15PB00603,01.20.01,Riggins Landfill Assessment,,12219.42,12219.42,2015-07-30T00:00:00,2015-08-07T00:00:00,USA,ID,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,L14PA00113,400.03,002764.400.03,0,0,1,TBD,01.20.99,JO Ranch,,0,0,2015-07-24T00:00:00,2015-12-31T00:00:00,USA,WY,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,75,1140,,,,,,,,Add,,
Inactive,L14PC00105,18,30130.018,0,0,1,L15PD00881,03.20.01,DO#18 BDO & TFD Security Upgrade Project ,,22286,22286,2015-07-29T00:00:00,2015-11-30T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,www.ipp.gov,,,,10,,,,,,,,,4158,,89,3929,,,,,,,,Add,,
Active,N00189-14-D-Z043- DO 0005,5,50013.005,0,1,1,,05.40.99,Task 5 - Support for J-7 Joint Force development ,,253975.32,230000,2015-07-30T00:00:00,2016-06-30T00:00:00,USA,VA,562910,,Y,2,8(a),Non-Competed,Cost Plus Fixed Fee,,WAWF,,,,,,,Service Contract Act,,,,,,4774,216,2403,344,,,,,,,3458,Add,4467,
Inactive,,5,30148.005,0,0,1,5,03.20.01,Upper Salmon River Basin-North Fork Salmon River Cultural Survey,,3012.38,3012.38,2015-08-03T00:00:00,2015-11-30T00:00:00,USA,ID,541620,,,2,Unrestricted,Non-Competed,Time and Materials,," Jessica Buelow Regional Fisheries Biologist Idaho Fish and Game 99 Hwy. 93 N Salmon, ID 83467 Jessica.buelow@idfg.idaho.gov ",,,,,,,,,,,,,449,281,219,184,,,,,,,,Add,,
Inactive,,1,30165.001,0,0,1,,03.20.99,Class III Cultural Resource Survey,,1599.77,1599.77,2015-08-03T00:00:00,2016-08-31T00:00:00,USA,ID,541620,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,see page 1 of agreement email to Mike Laker,,,,8,,,,,,,,,609,281,78,344,,,,,,,,Add,,
Inactive,W912BV-11-D-0028 ,10,20033.01,0,0,1,,02.20.07,Landfill Monitoring White Sands Missile Range,,197221.24,197221.24,2015-08-03T00:00:00,2016-11-30T00:00:00,USA,NM,541618,,,1,8(a),Non-Competed,Firm Fixed Price,,see Page 1 of 27,,,,6.2,,,Service Contract Act,,,,,,449,43,58,1140,,,,,,,,Add,,
Inactive,,,10829,0,0,1,,01.30.04,OWT-Construction Air Permit for Pickens Relocation,,23300,23300,2015-07-22T00:00:00,2016-12-31T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"1428 Pearman Dairy Road
Anderson, SC 29625",,,,8,,,,,,,,,3454,281,121,184,,,,,,,,Add,,
Inactive,DE-NE0000482 ,511,20049.511,0,1,1,15-011,02.20.01,Support for the Development and Performance of a Safety Culture Assessment of the DOE-ID Federal Staff. ,,35195,33346.11,2015-08-04T00:00:00,2015-09-30T00:00:00,USA,ID,541690,,,2,8(a),Non-Competed,Time and Materials,,see msa,,,,,,,,,,,,,449,145,89,1140,,,,,,,,Add,,
Inactive,PO-0001718,,20095,0,0,1,,02.30.04,Paducah Deactivation Project ,,83311.2,83311.2,2015-08-07T00:00:00,2015-10-15T00:00:00,USA,KY,541330,,,2,Small Business,Competed,Firm Fixed Price,,fluoraccountspayable@ffspaducah.com,,,,8,,,Service Contract Act,,,,,,41,281,217,344,,,,,,,,Add,,
Inactive, L14PC00105 ,16,30130.016,0,0,1,L15PD00962,03.20.01,DO #16 NIFC 300 FS Suite Renovations,,21733,21733,2015-08-10T00:00:00,2015-10-13T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,ipp.gov,,,,10,,,,,,,,,4158,,89,3929,,,,,,,,Add,,
Inactive,L14PA00113,130.03,002764.130.03,0,1,1,L15PB00604,01.10.99,Farmington NM Dumpsite Removal,,9182.85,9182.85,2015-08-10T00:00:00,2015-11-30T00:00:00,USA,NM,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,75,1140,,,,,,,,Add,,
Inactive,AG-84N8-P-15-5001,,40055,0,0,1,,04.20.12,USFS Emergency Equipment Rental,,315124.13,315124.13,2016-09-14T00:00:00,2016-12-31T00:00:00,USA,ID,115310,,,2,Small Business,Non-Competed,Fixed Unit Price,,"Idaho Panhandle National Forest
3815 Schreiber Way
Coeur D'Alene, ID 83815",,,,8,,,Service Contract Act,,,,,,41,216,431,139,,,,,,,,Add,,
Inactive,WAI-15-035,,10830,0,0,0,,01.30.04,Fluor B&W Ports X-114A Outdoor Firing Range; Lead Recovery and Soil Stabilization Project with WAI ,,202833,202833,2015-08-10T00:00:00,2016-04-30T00:00:00,USA,OH,562910,,,2,Unrestricted,Competed,Time and Materials,,"1571 Shyville Road
Piketon, Ohio 45661 and email to davesablosky@wastrenadvantage.com",,,,,,,Service Contract Act,,,,,,41,,221,3924,,,,,,,,Add,,
Inactive, L14PC00105 ,20,30130.02,0,0,1, L15PD01051,03.20.01,DO #20 NIFC 300 JACK WILSON HR SUITE RE-DESIGN ,,5234,5234,2015-08-17T00:00:00,2015-09-17T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,www.ipp.gov ,,,,8,,,,,,,,,4158,,89,3929,,,,,,,,Add,,
Inactive,L14PA00113,100.2,002764.100.20,0,0,1,TBD,01.20.99,Jordan Creek Oil Spill,,2202.24,2202.24,2015-08-20T00:00:00,2015-08-31T00:00:00,USA,ID,562910,,,2,Small Business,Competed,Firm Fixed Price,,See Doug Jorgensen,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,TBD,,40056,0,0,1,,04.20.99,Basin Pond Repair,,1120,1120,2015-08-22T00:00:00,2015-08-31T00:00:00,USA,MT,237990,,,2,Small Business,,Firm Fixed Price,,TBD,,,,8,,,,,,,,,41,216,113,139,,,,,,,,Add,,
Inactive,L14PA00113,500.06,002764.500.06,0,1,1,L15PB00748,01.10.99,Hotchkiss Lease Clean up,,154591.21,154591.21,2015-08-21T00:00:00,2015-10-30T00:00:00,USA,CA,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,75,1140,,,,,,,,Add,,
Inactive,L14PA00113,100.21,002764.100.21,0,1,1,L15PB00745,01.20.99,Parma OHV Play Area Tire Burn & Illegal Dumping,,8374.08,8374.08,2015-06-29T00:00:00,2016-04-02T00:00:00,USA,ID,562910,,,2,Small Business,Competed,Firm Fixed Price,,BLM IPP System,,,,8,,,Service Contract Act,,,,,,41,216,75,1140,,,,,,,,Add,,
Active,,,30166,0,0,1,,03.20.10,Ecological Site Inventory for Reclaimed Locations within the Jonah Field,Ecologic Site Inventory comparing reclaimed gas well pad locations to reference plant communities described within Ecological Site Descriptions in Greater Sage Grouse habitat of Southwest Wyoming.,14110,14110,2015-08-24T00:00:00,2016-02-06T00:00:00,USA,WY,541620,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"PO Box 2060, Pinedale, WY 82941  
email to Joshua.sorenson@jonahenergy.com 
",,,,8,,,,,,,,,609,281,213,139,,,,,,,,Add,,
Inactive,L14PC00105 ,23,30130.023,0,0,1,L15PD01169,03.20.01,DO #23 Geotechnical Investigation of Grouse Creek Field Station ,,6124,6124,2015-08-25T00:00:00,2015-09-11T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,www.ipp.gov,,,,8,,,,,,,,,4158,,89,3929,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,AR,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,CO,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,IA,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,ID,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,IL,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,KS,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,LA,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,MN,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,MO,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,MT,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,ND,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,NE,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,NM,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,OK,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,SD,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,TX,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,UT,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,WI,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,W912DY-15-D-0070,,40057,0,0,1,,04.20.99,USACE FRP Midwest Region IDIQ,,0,0,2015-05-11T00:00:00,2020-05-10T00:00:00,USA,WY,238910,,N,2,Unrestricted,Competed,,USD,Reference Task Order,,,,,,,Davis Bacon Act,,,,,,41,216,113,4324,,,,,,,,Add,,
Inactive,W912DY-15-D-0070,1,40057.001,0,0,1,1,04.20.99,Minimum Guarantee Task,,3000,3000,2015-05-11T00:00:00,2020-05-11T00:00:00,USA,,238910,,N,2,Unrestricted,Competed,Firm Fixed Price,USD,See box 18a of page 1 of 6,,,,,,,,,,,,,41,216,113,4324,,,,,,,,Add,,
Active,AG-02NV-B-14-0021 ,4,30127.004,0,0,1,AG-02NV-K-15-0017,03.20.01,Parker Drilling Project Wildlife Biologist; Salmon-Challis National Forest ,,4344.28,4344.28,2015-08-24T00:00:00,2015-09-30T00:00:00,USA,ID,541620,,,2,8(a),Non-Competed,Firm Fixed Price,,www.ipp.gov,,,,8,,,,,,,,,4034,,94,344,,,,,,,,Add,,
Active,,,30180,0,0,1,,03.20.01,Tesoro Logistics Master Service Agreement ,,0,0,2015-08-26T00:00:00,2020-08-24T00:00:00,USA,ID,541620,,N,2,Unrestricted,Non-Competed,,USD,"19100 Ridgewood Parkway, San Antonio, TX  78259 or email Josephine.K.Schroeder@tsocorp.com",,,,,,,,,,,,,4034,4031,213,4982,,,,,,,,Add,,
Inactive,DE-SC0013000,5,40045.005,0,0,1,15SC002041,04.30.99,Canopy Restoration,,22151.61,22151.61,2015-08-26T00:00:00,2015-10-30T00:00:00,USA,TN,237990,,,2,8(a),Non-Competed,Firm Fixed Price,,VIPERS,,,,8,,,Davis Bacon Act,,,,,,41,216,737,184,,,,,,,,Add,,
Inactive,AG-02RC-C-15-0035,,40058,0,0,1,,04.20.12,Crooked River Valley Rehabilitation-Bypass Channel Phase 1 -nr Elk City Id,,163822.67,163822.67,2015-08-24T00:00:00,2016-11-30T00:00:00,USA,ID,237990,,,2,8(a),Non-Competed,Firm Fixed Price,,IPP System,,,,8,,,Davis Bacon Act,,,,,,41,216,431,344,,,,,,,,Add,,
Inactive, L14PC00105 ,22,30130.022,0,0,1,L15PD01208,03.20.01,DO #22 A&E Title I  Services for the Investigation & Analysis for Power Line Caused Fires,,5452,5452,2015-08-28T00:00:00,2015-12-16T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,ipp.gov,,,,8,,,,,,,,,4158,,89,3929,,,,,,,,Add,,
Inactive, L14PC00105 ,22,30130.022,0,0,1,L15PD01208,03.20.01,DO #22 A&E Title I  Services for the Investigation & Analysis for Power Line Caused Fires,,5452,5452,2015-08-28T00:00:00,2015-12-16T00:00:00,USA,UT,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,ipp.gov,,,,8,,,,,,,,,4158,,89,3929,,,,,,,,Add,,
Inactive,3383-312-022-CN,,40059,0,0,1,,04.20.12,Tenmile- 2015 Residential Yard Remediation Services -Rimini MT,,1482202.04,1482202.04,2015-09-01T00:00:00,2017-01-15T00:00:00,USA,MT,237990,,,2,Unrestricted,Competed,Firm Fixed Price,,"emailed to CDMFED-invoicing@cdmsmith.com  (see page 14)
Subject line has to be:  FFX/3383-312-022-CN/17171/north Wind Construction Services, LLC/invoice#???",,,,8,,,Davis Bacon Act,,,,,,41,216,113,,,,,,,,,Add,,
Inactive,,,10831,0,0,0,,01.30.04,MOVES2014 Air Em Calcs for Construction Phase Mobile Sources,,8567.04,8567.04,2015-09-01T00:00:00,2015-12-31T00:00:00,USA,ID,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"K-Spar Inc.
4835 Foxtrail Lane
Idaho Falls, ID 83402",,,,8,,,,,,,,,41,281,121,184,,,,,,,,Add,,
Inactive,,,30168,0,0,1,266143,03.10.99,Batelle Historical Resources Support,,42800,42800,2015-10-01T00:00:00,2016-09-30T00:00:00,USA,WA,541620,,,2,Small Business,Non-Competed,Time and Materials,,ap.invoices@pnnl.gov,,,,,,,,,,,,,449,145,552,1140,,,,,,,,Add,,
Inactive,HSCG50-14-D-PXA701,2,20089.002,0,1,1,,02.10.99,Building 18 Work Plan and Demolition,,36144.25,36144.25,2015-08-31T00:00:00,2015-10-30T00:00:00,USA,AK,562910,,,2,8(a),Non-Competed,Firm Fixed Price,,"CG Finance Center 1430A Kristina Way Chesapeake, VA 23326-0624 ",,,,2.84,,,Davis Bacon Act,,,,,,4751,145,37,184,,,,,,,,Add,,
Inactive, L14PC00105 ,21,30130.021,0,0,1,L15PD01239,03.20.01,DO #21 A&E Title I & II Services for South Camp Cabin Replacement,,52822,52822,2015-09-02T00:00:00,2016-05-09T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,ipp.gov,,,,8,,,,,,,,,449,281,89,1140,,,,,,,,Add,,
Inactive,PO #277259,,10832,0,0,1,,01.30.04,FMSK-Misc Air Permitting,,5900,5900,2015-09-02T00:00:00,2016-12-31T00:00:00,USA,IL,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"7450 N. McCormick BLVD.
Skokie, IL 60076
Attn: Yvette Borrego",,,,8,,,,,,,,,3454,281,121,184,,,,,,,,Add,,
Inactive,,,10833,0,0,1,,01.30.04,FMSMTN-Minor Mod - Phase III,,6900,6900,2015-09-02T00:00:00,2016-07-31T00:00:00,USA,TN,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"1 Grizzly Lane
Smithville, TN 37166
Attn: Joey Flory",,,,8,,,,,,,,,3454,281,121,184,,,,,,,,Add,,
Inactive,GS 83001084 - ZXO,,10834,0,0,1,,01.30.04,Bosch-Kiln 11 and Others Permit,,25200,25200,2015-09-02T00:00:00,2016-12-31T00:00:00,USA,SC,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"Robert Bosch LLC Dept. 9820
PO Box 3080
Farmington Hills, MI 48333-3080",,,,8,,,,,,,,,3454,281,121,184,,,,,,,,Add,,
Active,AG-84M8-C-15-0014,,30169,0,0,0,,03.20.01,Master Contract.  USFS - NEPA Analyses and Studies and Related Work,,,0,,,USA,ID,541620,,,,,,,,"305 N. 3rd Ave, Suite B, Pocatello, ID 83201",,,,,,,,,,,,,4034,,94,3929,,,,,,,,Add,,
Inactive,,,10835,0,0,1,,01.30.05,ACM Sampling & Testing,,2700,2700,2015-09-08T00:00:00,2015-12-31T00:00:00,USA,TN,562910,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,"1 Grizzly Lane
Smithville, TN 37166
Attn: Joey Flory",,,,8,,,,,,,,,41,281,737,184,,,,,,,,Add,,
Inactive,,1,30170.001,0,0,0,,03.20.01,Preliminary Environmental Site Review - Wells Municipal Airport,,10000,10000,2015-09-08T00:00:00,2015-10-31T00:00:00,USA,ID,541620,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,Please ask Denise Stark for billing instructions,,,,8,,,,,,,,,449,,94,184,,,,,,,,Add,,
Inactive,L14PA00113,100.22,002764.100.22,0,0,1,L15PB00840,01.20.99,Squaw Creek Dump,,212327.97,212327.97,2015-09-09T00:00:00,2015-11-06T00:00:00,USA,ID,562910,,,2,Small Business,Competed,Firm Fixed Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,216,75,1140,,,,,,,,Add,,
Inactive, L14PC00105 ,24,30130.024,0,0,1,L15PD01322,03.20.01,DO #24 Little and Big Beaver Creek Road Survey,,37240,37240,2015-09-09T00:00:00,2015-11-16T00:00:00,USA,ID,541330,,,2,Unrestricted,Non-Competed,Firm Fixed Price,,ipp.gov,,,,8,,,,,,,,,4158,,89,3929,,,,,,,,Add,,
Inactive,L14PA00113,400.04,002764.400.04,0,1,1,L15PB00780,01.20.99,Lyman Illegal Dump Clean Up,,305137.45,305137.45,2015-09-09T00:00:00,2017-10-31T00:00:00,USA,,562910,,Y,2,Small Business,Competed,Fixed Unit Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,145,60,4324,,,,,,,,Add,,
Inactive,L14PA00113,400.05,002764.400.05,0,0,1,L15PB00782,01.20.99,Anderson Oil Hard Cap #1,,5440.29,5440.29,2015-09-10T00:00:00,2016-09-01T00:00:00,USA,WY,562910,,,2,Small Business,Competed,Firm Fixed Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,216,75,1140,,,,,,,,Add,,
Inactive,L14PA00113,400.06,002764.400.06,0,1,1,L15PB00783,01.20.99,Torrington Illegal Dumpsie Cleanup,,24459.18,24459.18,2015-09-10T00:00:00,2016-09-01T00:00:00,USA,WY,562910,,,2,,Competed,Firm Fixed Price,,IPP System,,,,8,,,Service Contract Act,,,,,,41,216,113,4324,,,,,,,,Add,,
