Customer Name,Customer Type,Department,Agency,Description,Address,Action
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669
",Add
"EPS Group, Inc.",Commercial,,,,"2045 S. Vineyard, Suite 101
Mesa, AZ 85210 ",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
General Services Administration ,General Services Administration,,,,,Add
673d Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
Southcentral Foundatin,Commercial,,,,"4501 Diplomacy Drive
Anchorage, AK 99508",Add
"Himes Consulting, LLC",Commercial,,,,,Add
BLM CA,Federal,Dept. of the Interior,BLM,,,Add
USACE,Federal,Dept. of Defense,Army Corps,,"Department of the Army, U.S. Army Corps of Engineers, USACE District, Alaska, ATTN: CEPOA-CT, P. O. Box 6898, JBER, Alaska, 99506-6898, United States ",Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673d Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673d Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
USO - United States Organizations Inc.,Commercial,,,,"1168 Gator Blvd. Bldg. 3370 Norfolk, VA 23521",Add
Watterson Construction,Federal,Dept. of Defense,Air Force,,"PO Box 220670 Anchorage, AK 99522-06700",Add
SRPMIC Environmental Protection and Natural Resources,Tribal Government,,,,,Add
"SRPMIC, Environmental Protection and Natural Resources",Tribal Government,,,,,Add
Mission Installation Contracting Command,Federal,Dept. of Defense,Army,,"PO Box 35510  1064 Apple Street  Ft. Wainwright, AK 99703-0510",Add
Regional Contracting Office - Alaska,Federal,Dept. of Defense,Army,,,Add
UCOR,Federal,Dept. of Energy,,,"URS | CH2M Oak Ridge LLC
Post Office Box 4699
Oak Ridge, TN 37831-7243",Add
BLM WY - Rock Springs,Federal,Dept. of the Interior,BLM,,"BLM WY-Rock Sprgs Field OFC
290 Highway 191 North
Rock Springs, WY  82901",Add
Jacobs Engineering,Federal,Dept. of Defense,Navy,,"Bechtel Marine Propulsion Corporation, Naval Reactors Facility
PO Box 2008;  Idaho Falls, ID  83403-2008",Add
AMEC Foster Wheeler,Commercial,,,,,Add
USPFO for OR - Contracting Office,,,,,"PO Box 14350
Salem, OR  97309",Add
University of Alaska Anchorage,Commercial,,,,,Add
University of Alaska Anchorage,Commercial,,,,,Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,Add
JBER Hospital,Federal,Dept. of Defense,Air Force,,JBER Hospital,Add
BLM Colorado,Federal,Dept. of the Interior,BLM,,"BLM, Denver Federal Bldg. 50 OC-664, Denver CO 80225",Add
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99056,Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, B2258 Eielson AFB 99702",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,,Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,,Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd, Bldg 588, Nellis AFB NV 89191-7063",Add
990 CONS,Federal,Dept. of Defense,Air Force,,"99 CONS LGCA, 5865 SWAAB VLVD NELLIS AFB NV 89191",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510  1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510  1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510  1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510   1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510  1064 Apple Street Ft. Wainwright, AK 99703",Add
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510   1064 Apple Street  Ft. Wainwright, AK 99703",Add
GSA Region 8,General Services Administration,,,,"1031 Progress Drive Clarksville, TN 37040",Add
GSA Region 8,General Services Administration,,,,"1031 Progress Drive Clarksville, TN 37040",Add
GSA Region 8,General Services Administration,,,,"1031 Progress Drive Clarksville,  TN 37040",Add
GSA Region 8,General Services Administration,,,,"1031 Progress Drive Clarksville, TN 37040",Add
"Dept. of Army, US Army Engineer District, AK",Federal,Dept. of Defense,Army Corps,,"U.S. Army Engineer District Alaska PO Box 6898 JBER, AK 99506-0898",Add
EW Wells Group,Commercial,,,,,Add
UCOR,Federal,Dept. of Energy,,,"URS | CH2M Oak Ridge LLC
Post Office Box 4699
Oak Ridge, TN 37831-7243",Add
673D Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave JBER, AK 99506",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258 Eielson AFB, AK 99702",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258 Eielson, AFB, AK 99702",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258 Eielson, AFB 99702",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258, Eielson AFB, AK 99702",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258, Eielson AFB, AK 99702",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99th CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99th CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258 Eielson, AFB AK 99702",Add
99th CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave. Bldg. 2258, Eielson AFB, AK 99702",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258 Eielson AFB, AK 99702",Add
99th CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258, Eielson AFB, AK 99702",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258 Eielson, AFB 99702",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, Bldg. 2258 Eielson AFB, AK 99702",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99th CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
Jviation Inc,Commercial,,,,"900 South Broadway, Suite 350
Denver, CO  80209
",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
99TH CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
"Himes Consulting, LLC",Commercial,,,,,Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"354 CONS/PKA
2310 Central Ave, Building 2258
Eielson AFB, AK  99702",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
BIA San Carlos Irrigation Project,Federal,Dept. of the Interior,BIA,,,Add
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd Builidng 588, Nellis AFB, NV 89191",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
SantoLubes Manufacturing LLC,Commercial,,,,,Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
"SantoLubes Manufacturing, LLC",Commercial,,,,,Add
FBI,Department of Justice || FBI,Department of Justice,FBI,,,Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
"SantoLubes Manufacturing, LLC",Commercial,,,,,Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110, Anchorage, Alaska 99508-4669",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55TH CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55TH CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55TH CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55th CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55TH CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
55TH CONS,Federal,Dept. of Defense,Air Force,,"55 Contracting Squadron,  101 Washington SQ., Blvd 40 Offutt AFB, NE 68113",Add
NAVFAC NW,Federal,Dept. of Defense,Navy,,,Add
NAVFAC NORTHWEST,Federal,Dept. of Defense,Navy,,"NAVFAC NORTHWEST
1101 TAUTOG CIRCLE
SILVERDALE WA 98315-1101",Add
BLM New Mexico,Federal,Dept. of the Interior,BLM,,,Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,Add
Naval Facilities Eng Command Washington,Federal,Dept. of Defense,Navy,,"NAVAL FACILITIES ENGINEERING COMMAND WASHINGTON, 1101 TAUTOG CIRCLE, SILVERDALE, WA  98315",Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,"P.O.Box 21747
Juneau AK 998021747",Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,Add
BLM California,Federal,Dept. of the Interior,BLM,,,Add
US Coast Guard ,Federal,Dept. of Homeland Security,Coast Guard,, P.O.Box 21747 Juneau AK 99802-1747 ,Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,Add
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,Add
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
BLM Nevada,Federal,Dept. of the Interior,BLM,,,Add
NAVFAC NW,Federal,Dept. of Defense,Navy,,,Add
USACE Seattle District,Federal,Dept. of Defense,Army Corps,,,Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
Robert Bosch LLC,Commercial,,,,,Add
Link Technologies,Commercial,,,,,Add
Lynxnet LLC,Federal,Dept. of Homeland Security,Coast Guard,,"13873 PARK CENTER DR, SUITE 400N
HERNDON, VA 20171-3271",Add
673D Medical Group,Federal,Dept. of Defense,Air Force,,"5955 Zeamer Ave. Elmendorf AFB, AK 99506-3702",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",Add
