Customer Name,Customer Type,Department,Agency,Description,Address,Email,Abbreviation,Import Status,Reason,
Bureau of Indian Affairs SPRO,Federal,Dept. of the Interior,BIA,,"PO Box 368
Anadarko, OK  73005",margie.robinson@bia.gov,BIA,Success,Customer added successfully.,
BLM California,Federal,Dept. of the Interior,BLM,,,cdiezel@blm.gov,BLM,Success,Updated Successfully,
BLM Arizona,Federal,Dept. of the Interior,BLM,,,fharlan@blm.gov,BLM,Success,Updated Successfully,
BLM Idaho,Federal,Dept. of the Interior,BLM,,3948 Development Ave Boise ID 83705,nbachman@blm.gov,BLM,Success,Updated Successfully,
Bechtel Marine Populsion Corporation ,Federal,Dept. of Energy,,,,,DOE,Success,Updated Successfully,
BLM Washington,Federal,Dept. of the Interior,BLM,,,jrodmansnyder@blm.gov,BLM,Success,Customer added successfully.,
Bureau of Reclamation UC,Federal,Dept. of the Interior,BOR,,"125 South State Street, Room 6107
Salt Lake City, UT  84138",lrock@usbr.gov,BOR,Success,Customer added successfully.,
BLM Colorado,Federal,Dept. of the Interior,BLM,,,jrodmansnyder@blm.gov,BLM,Success,Updated Successfully,
BLM Colorado,Federal,Dept. of the Interior,BLM,,,ppasse@blm.gov,BLM,Success,Updated Successfully,
USCG,Federal,Dept. of Homeland Security,Coast Guard,,"USCG FDCC DET SEATTLE 915 Second Ave, RM 2664 Seattle WA 981741011", kristina.m.meabon@uscg.mil ,USCG,Success,Updated Successfully,
US Army Engineering and Support Center,Federal,Dept. of Defense,Army Corps,,,Paul.C. Daugherty,Army Corps,Success,Customer added successfully.,
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,,nadine.l.catania@usace.army.mil,Army Corps,Success,Updated Successfully,
USACE Kansas City,Federal,Dept. of Defense,Army Corps,,"U.S. Army Corps of Engineers
ATTN: CENWK-EC-DT/Payment Coordinator
601 East 12th Street, Room 502
Kansas City, MO 64106-2896",Kori.A.Hames@usace.army.mil,Army Corps,Success,Updated Successfully,
USACE Portland District,Federal,Dept. of Defense,Army Corps,,"233 SW 1st Ave
Portland, OR  97204",Anna.G.Peine@usace.army.mil,Army Corps,Success,Updated Successfully,
USDA - NRCS,Federal,Dept. of Agriculture,Natural Resources Conservation Service,,"8901 South 154th Street
Omaha, NE 68138-3621",Philip.Reimnitz@wdc.usda.gov,NRCS,Success,Updated Successfully,
USACE,Federal,Dept. of Defense,Army Corps,,,frank.j.d'andrea@usace.army.mi>,Army Corps,Success,Updated Successfully,
USACE Portland District,Federal,Dept. of Defense,Army Corps,,,Anna.G.Peine@usace.army.mil,Army Corps,Success,Updated Successfully,
Amec Foster Wheeler,Commercial,,,,,,Commercial,Success,Updated Successfully,
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,,Melissa.R.Harlon@usace.army.mil,Army Corps,Success,Updated Successfully,
USACE Omaha District,Federal,Dept. of Defense,Army Corps,,"1616 Capitol Ave
Omaha, NE  68102",Melissa.R.Harlon@usace.army.mil,Army Corps,Success,Updated Successfully,
USACE,Federal,Dept. of Defense,Army Corps,,,Ernest.L.Woods@usace.army.mil,Army Corps,Success,Updated Successfully,
"Savannah River Nuclear Solutions, LLC",Federal,Dept. of Energy,,,,barbara.butler@srs.gov,DOE,Success,Updated Successfully,
USAF,Federal,Dept. of Defense,Air Force,,"5865 Swaab Blvd, Bldg 588
Nellis AFB, NV 89191",james.eustace.2@us.af.mil,Air Force,Success,Updated Successfully,
Pima Agency,Federal,Dept. of the Interior,BIA,,"Pima Agency 
104 North Main Street
Sacaton, Arizona  85147
","Baker, Cecilia <cecilia.baker@bia.gov>",BIA,Success,Customer added successfully.,
"Himes Consulting, LLC",Commercial,,,,,jillhimes@cox.net,Commercial,Success,Updated Successfully,
ACC-APG,Federal,Dept. of Defense,Army,,"U.S. Army Contracting Command - APG (ACC-APG)
Bldg. 6001, 2nd Floor, Rm. 2C101, Tenant Division

6565 Surveillance Loop
Aberdeen Proving Ground, MD 21005
",sandra.a.anderson12.civ@mail.mil,Army,Success,Customer added successfully.,
ACC-APG,Federal,Dept. of Defense,Army,,"U.S. Army Contracting Command-APG (ACC-APG)
Bldg. 6001, 2nd Floor, Rm. 2C101, Tenant Division
6565 Surveillance Loop
Aberdeen Proving Ground, MD 2100
", Sandra.a.anderson12.civ@mail.mil,Army,Success,Updated Successfully,
Idaho Fish & Game,State Government,,,,,,State,Fail,Invalid customer type.,
NOVA,Commercial,,,,"1226 Tech Boulevard 
Tampa, FL 33619",,Commercial,Success,Customer added successfully.,
"Western Construction, Inc.",Commercial,,,,"10139 S Federal Way
Boise, ID  83716",,Commercial,Success,Updated Successfully,
Savannah River Nuclear Solutions,Federal,Dept. of Energy,,,,barbara.butler@srs.gov,DOE,Success,Updated Successfully,
"EA Engineering, Science, and Technology, Inc.",Commercial,,,,"7995 E. Prentice Ave., Suite 206E
Greenwood Village, CO  80111",srice@eaest.com,Commercial,Success,Customer added successfully.,
Arizona Public Service Co,Commercial,,,,"PO Box 53999
Phoenix, AZ  85072",Christie.Dodson@aps.com,Commercial,Success,Updated Successfully,
Arizona Public Service Co,Commercial,,,,"PO Box 53999
Phoenix, AZ  85072",ea.tsai@aps.com,Commercial,Success,Updated Successfully,
Arizona Public Service Co,Commercial,,,,,Christie.Dodson@aps.com,Commercial,Success,Updated Successfully,
GSBS Consulting,Commercial,,,,"375 W. 200 S 
Salt Lake City, UT  84101",,Commercial,Success,Customer added successfully.,
Bonneville Power administration,Commercial,,,,,,Commercial,Success,Customer added successfully.,
Sanannah River Nuclear Solutions,Federal,Dept. of Energy,,,,barbara.butler@srs.gov,DOE,Success,Customer added successfully.,
"Bechtel National, Inc",DOE | NNSA,,,,,rosales@y12.doe.gov,DOE | NNSA,Fail,Invalid customer type.,
QEP,Commercial,,,,"9663 US Hwy 191
Pinedale, WY  82941",MCunningham@PinedaleEP.com,Commercial,Success,Customer added successfully.,
Arizona Public Service Co,Commercial,,,,PO Box 53999
Phoenix AZ 85072,Lola.Gomez@aps.com,Commercial,Success,Updated Successfully,
Arizona Public Service Co,Commercial,,,,"PO Box 53999
Phoenix, AZ  85072
",Christie.Dodson@aps.com,Commercial,Success,Updated Successfully,
Pioneer Technical Services,Commercial,,,,,,Commercial,Success,Updated Successfully,
Savannah River Nuclear Solurtions,Federal,Dept. of Energy,,,,barbara.butler@srs.gov,DOE,Success,Customer added successfully.,
Killpack Trucking,Commercial,,,,,,Commercial,Success,Customer added successfully.,
"Triad National Security, LLC",Federal,Dept. of Energy,,,,anya@lanl.gov,DOE,Success,Customer added successfully.,
BLM CA,Federal,Dept. of the Interior,BLM,,,dsteele@blm.gov,BLM,Success,Updated Successfully,
Robert Peccia & Associates,Commercial,,,,"PO Box 5653
Helena, MT  59604",GSwanson@rpa-hln.com,Commercial,Success,Updated Successfully,
FEMA HQ,Federal,Dept. of Homeland Security,FEMA,,"500 C Street SW, 3rd Floor
Washington DC  20472",barry.taylor@fema.dhs.gov,FEMA,Success,Customer added successfully.,
US Army,Federal,Dept. of Defense,Army,,"2205 Infantry Post Road, For Sam Houston, TX 78234-1361",veronica.a.romero@us.army.mil,Army,Success,Updated Successfully,
US Army,Federal,Dept. of Defense,Army,,"2205 Infantry Post Road, Fort Sam Houston, TX 78234-1361 ",veronica.a.romero@us.army.mil,Army,Success,Updated Successfully,
Premier Technilogy,Commercial,,,,"1858 West Bridge, Blackfoot, ID 83221",jgreer@ptius.net,Commercial,Success,Customer added successfully.,
Idaho Fish & Game,State Government,,,,"99 Hwy 93
Salmon, ID  83467",,State,Fail,Invalid customer type.,
Bechtel Marine Propulsion Corp,Federal,Dept. of Defense,Navy,,,,Navy,Success,Customer added successfully.,
Tohono O'odham Ki:Ki Association,Tribal Government,,,,"Tohono O�odham Ki:Ki Association 
P.O. Box 790 
Sells, Arizona 85634 ",Lisa Gonzales <lgonzales2@tokahousing.org>,Tribal,Fail,Invalid customer type.,
"EA Engineering, Science, and Technology, Inc.",Commercial,,,,"3 Washington Center
Newburgh, NY  12550-4627",,Commercial,Success,Updated Successfully,
BLM Idaho,Federal,Dept. of the Interior,BLM,,,cseath@blm.gov,BLM,Success,Updated Successfully,
Salt River Pima-Maricopa Indian Community,Tribal Government,,,,,Christopher.Horan@SRPMIC-nsn.gov,Tribal,Fail,Invalid customer type.,
"SysCom, Inc.",Federal,Dept. of Defense,Air Force,,,,Air Force,Success,Customer added successfully.,
NAVSUP FLC ,Federal,Dept. of Defense,Navy,,"700 Robbins Avenue, Bldg 2B
Philadelphia, PA 19111-5083",franklin.andujar@navy.mil,Navy,Success,Updated Successfully,
"US Army Ft. Wainwright, AK",Federal,Dept. of Defense,Army,,,mark.a.puhak.civ@mail.mil,Army,Success,Customer added successfully.,
US Army Engineering and Support Center,Federal,Dept. of Defense,Army Corps,,,gregory.c.keaton@usace.army.mil,Army Corps,Success,Updated Successfully,
NAVFAC SOUTHWEST,Federal,DEPT OF DEFENSE,DEPT OF THE NAVY,,,gillian.david@navy.mil,Navy,Success,Customer added successfully.,
EMCBC - DOE,Federal,Dept. of Energy,,,"EMCBC U.S.

EM Consolidated Business Center
250 E. 5th Street, Cincinnati OH 45202
",,DOE,Success,Updated Successfully,
Weldin Construction,Commercial,,,,"PO Box 220670, Anchorage, AK 99522-0670",bhood@wccak.com,Commercial,Success,Updated Successfully,
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110, Anchorage, Alaska 99508-4669",kreynolds@alaska.edu,Commercial,Success,Customer added successfully.,
DOE - EMCBC,Federal,Dept. of Energy,,,"4021 National Parks Highway
Carlsbad, NM  88220",wendy.bauer@cbfo.doe.gov,DOE,Success,Updated Successfully,
Environmental West Exploration,Commercial,,,,"1015 N. YardleySt., Spokane, WA 99212",,Commercial,Success,Customer added successfully.,
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave JBER, AK 99506",ryan.debonis.1@us.af.mil,Air Force,Success,Customer added successfully.,
Environmental Compliance Consultants,Commercial,,,,,,Commercial,Success,Customer added successfully.,
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110, Anchorage, Alaska 99508-4669",erlopez@uaa.alaska.edu,Commercial,Success,Updated Successfully,
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,"10480 Sijan Ave, JBER, AK 99506",ryan.debonis.1@us.af.mil,Air Force,Success,Updated Successfully,
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,,ryan.debonis.1@us.af.mil,Air Force,Success,Updated Successfully,
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,ryan.debonis.1@us.af.mil,Air Force,Success,Updated Successfully,
US Coast Guard(Seattle),Federal,Dept. of Homeland Security,Coast Guard,,,,USCG,Success,Customer added successfully.,
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK  99506,ryan.debonis.1@us.af.mil,Air Force,Success,Updated Successfully,
US Coast Guard,Federal,Dept. of Homeland Security,Coast Guard,,,,USCG,Success,Customer added successfully.,
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99505,ryan.debonis.1@us.af.mil,Air Force,Success,Customer added successfully.,
673rd Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,ryan.debonis.1@us.af.mil,Air Force,Success,Updated Successfully,
NSSC Shared Services Center,NASA,,,,"John C. Stennis Space Center 
Stennis Space Center, MS 39529-6000",,NASA,Fail,Invalid customer type.,
Weldin Construction,Federal,Dept. of Defense,Air Force,,,,Air Force,Success,Updated Successfully,
JBER,Federal,Dept. of Defense,Air Force,,,mark.allworden@elmendorf.af.mil,Air Force,Success,Customer added successfully.,
National Guard,Federal,Dept. of Defense,Air Force,,USPFO FOR WASHINGTON BLDG 32 CAMP MURRAY
TACOMA WA 98430-5170,d.spriestersbach@us.army.mil,Air Force,Success,Customer added successfully.,
"FWS, Division of Contracting & General Services",Federal,Dept. of the Interior,USFWS,,"FWS, DIVISION OF CONTRACTING AND GE
1011 E TUDOR ROAD
ANCHORAGE AK 99503-6199",,USFWS,Success,Customer added successfully.,
San Carlos Irrigation Project,Federal,Dept. of the Interior,BIA,,,arlan.riggs@bia.gov,BIA,Success,Updated Successfully,
Customs Border and Protection,Federal,Dept. of Homeland Security,US Customs and Border Protection,,"DHS - Customs & Border Protection
Customs and Border Protection
1300 Pennsylvania Ave, NW
Washington, DC",,US Customs,Success,Customer added successfully.,
Naval Submarine Base ,Federal,Dept. of Defense,Navy,,"NAVAL SUBMARINE BASE, BANGOR
STEVEN ALLRED
6401 SKIPJACK CIRCLE T102
BANGOR WA 9831517.",joel.judy@navy.mil,Navy,Success,Customer added successfully.,
US Army Corps,Federal,Dept. of Defense,Army Corps,,,,Army Corps,Success,Customer added successfully.,
US Army Corps of Engineers,Federal,Dept. of Defense,Army Corps,,,,Army Corps,Success,Updated Successfully,
North Wind ,Federal,Dept. of Defense,Army,,,,Army,Success,Customer added successfully.,
Nellis Air Force Base,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA
5865 SWAAB BLVD, BLDG 588
NELLIS AFB NV 89191-7063",derek.urban.1@us.af.mil,Air Force,Success,Customer added successfully.,
Eareckson AFB,Federal,Dept. of Defense,Air Force,,"U.S. ARMY ENGINEER DISTRICT, AK
CEPOA-CT (W911KB)
PO BOX 6898
JBER AK 99506-0898",timothy.l.clapp@usace.army.mil,Air Force,Success,Customer added successfully.,
"Pioneer Technical Services, Inc.",Commercial,,,,,twesche@pioneer-technical.com,Commercial,Success,Updated Successfully,
"Denbury Onshore, LLC",Commercial,,,,"5320 Legacy Drive
Plano, TX  75024",justin.lester@denbury.com,Commercial,Success,Customer added successfully.,
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669
",erlopez@uaa.alaska.edu,Commercial,Success,Updated Successfully,
"EPS Group, Inc.",Commercial,,,,"2045 S. Vineyard, Suite 101
Mesa, AZ 85210 ",matt.truitt@epsgroupinc.com,Commercial,Success,Customer added successfully.,
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",kmahone1@alaska.edu,Commercial,Success,Updated Successfully,
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",ccmcconnell@alaska.edu,Commercial,Success,Updated Successfully,
UAA,Commercial,,,,"3890 University Lake Drive, Suite 110
Anchorage, Alaska 99508-4669",erlopez@uaa.alaska.edu,Commercial,Success,Updated Successfully,
General Services Administration ,General Services Administration,,,,,,GSA,Fail,Invalid customer type.,
673d Contracting Squadrom,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99506,ryan.debonis.1@us.af.mil,Air Force,Success,Customer added successfully.,
Southcentral Foundatin,Commercial,,,,"4501 Diplomacy Drive
Anchorage, AK 99508",,Commercial,Success,Customer added successfully.,
USACE,Federal,Dept. of Defense,Army Corps,,"Department of the Army, U.S. Army Corps of Engineers, USACE District, Alaska, ATTN: CEPOA-CT, P. O. Box 6898, JBER, Alaska, 99506-6898, United States ",timothy.l.clapp@usace.army.mil,Army Corps,Success,Updated Successfully,
USO - United States Organizations Inc.,Commercial,,,,"1168 Gator Blvd. Bldg. 3370 Norfolk, VA 23521",,Commercial,Success,Customer added successfully.,
Watterson Construction,Federal,Dept. of Defense,Air Force,,"PO Box 220670 Anchorage, AK 99522-06700",bhood@wccak.com,Air Force,Success,Customer added successfully.,
SRPMIC Environmental Protection and Natural Resources,Tribal Government,,,,,"Horan, Christopher <Christopher.Horan@SRPMIC-nsn.gov>",Tribal,Fail,Invalid customer type.,
"SRPMIC, Environmental Protection and Natural Resources",Tribal Government,,,,,"Horan, Christopher <Christopher.Horan@SRPMIC-nsn.gov>",Tribal,Fail,Invalid customer type.,
Mission Installation Contracting Command,Federal,Dept. of Defense,Army,,"PO Box 35510  1064 Apple Street  Ft. Wainwright, AK 99703-0510",laura.j.wayfield.civ@mail.mil,Army,Success,Customer added successfully.,
Regional Contracting Office - Alaska,Federal,Dept. of Defense,Army,,,laura.j.wayfield.civ@mail.mil,Army,Success,Customer added successfully.,
UCOR,Federal,Dept. of Energy,,,"URS | CH2M Oak Ridge LLC
Post Office Box 4699
Oak Ridge, TN 37831-7243",Kari.Schwenkner@ettp.doe.gov,DOE,Success,Updated Successfully,
BLM WY - Rock Springs,Federal,Dept. of the Interior,BLM,,"BLM WY-Rock Sprgs Field OFC
290 Highway 191 North
Rock Springs, WY  82901",khoughton@blm.gov,BLM,Success,Customer added successfully.,
Jacobs Engineering,Federal,Dept. of Defense,Navy,,"Bechtel Marine Propulsion Corporation, Naval Reactors Facility
PO Box 2008;  Idaho Falls, ID  83403-2008",Richard.Attebury@unnpp.gov,Navy,Success,Customer added successfully.,
USPFO for OR - Contracting Office,,,,,"PO Box 14350
Salem, OR  97309",richard.a.harvey5@mail.mil,,Success,Customer added successfully.,
University of Alaska Anchorage,Commercial,,,,,,Commercial,Success,Customer added successfully.,
JBER Hospital,Federal,Dept. of Defense,Air Force,,JBER Hospital,,Air Force,Success,Customer added successfully.,
BLM Colorado,Federal,Dept. of the Interior,BLM,,"BLM, Denver Federal Bldg. 50 OC-664, Denver CO 80225",bssmith@blm.gov,BLM,Success,Updated Successfully,
673rd Contracting Squadron,Federal,Dept. of Defense,Air Force,,10480 Sijan Ave JBER AK 99056,ryan.debonis.1@us.af.mil,Air Force,Success,Updated Successfully,
354th Contracting Squadron,Federal,Dept. of Defense,Air Force,,"2310 Central Ave, B2258 Eielson AFB 99702",gregory.hall.7@us.af.mil,Air Force,Success,Customer added successfully.,
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510 1064 Apple Street Ft. Wainwright, AK 99703",laura.j.wayfield.civ@mail.mil,Army,Success,Customer added successfully.,
Regional Contracting Office,Federal,Dept. of Defense,Army,,,laura.j.wayfield.civ@mail.mil,Army,Success,Updated Successfully,
99 CONS/LGCA,Federal,Dept. of Defense,Air Force,,"99 CONS/LGCA, 5865 Swaab Blvd, Bldg 588, Nellis AFB NV 89191-7063",gilbert.cano2@us.af.mil,Air Force,Success,Customer added successfully.,
990 CONS,Federal,Dept. of Defense,Air Force,,"99 CONS LGCA, 5865 SWAAB VLVD NELLIS AFB NV 89191",caitlyn.bohlman@us.af.mil,Air Force,Success,Customer added successfully.,
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510  1064 Apple Street Ft. Wainwright, AK 99703",laura.j.wayfield.civ@mail.mil,Army,Success,Updated Successfully,
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510   1064 Apple Street Ft. Wainwright, AK 99703",laura.j.wayfield.civ@mail.mil,Army,Success,Updated Successfully,
Regional Contracting Office,Federal,Dept. of Defense,Army,,"PO Box 35510   1064 Apple Street  Ft. Wainwright, AK 99703",laura.j.wayfield.civ@mail.mil,Army,Success,Updated Successfully,
GSA Region 8,General Services Administration,,,,"1031 Progress Drive Clarksville, TN 37040",,GSA,Fail,Invalid customer type.,
GSA Region 8,General Services Administration,,,,"1031 Progress Drive Clarksville,  TN 37040",,GSA,Fail,Invalid customer type.,
"Dept. of Army, US Army Engineer District, AK",Federal,Dept. of Defense,Army Corps,,"U.S. Army Engineer District Alaska PO Box 6898 JBER, AK 99506-0898",,Army Corps,Success,Customer added successfully.,
